,uuid,bar_code,category,brand,material_name,material_name_zh,launch_date,ingredient
30,496048,6902088924701,SKIN CARE,POND'S,PONDS SKR SF + PINKISH 12X(150ML+30GX2),旁氏樱粉洁面泡泡+粉润莹泽促销装 12X(150ML+30GX2),2020-08-13,"['水', '乳酸', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '氢氧化钾', '聚二甲基硅氧烷', '鲸蜡醇', '硬脂基聚二甲硅氧烷', '矿油', '硬脂醇聚醚-2', '硅酸铝镁', '生育酚乙酸酯', '泛醇', '苯氧乙醇', '红没药醇', '甲氧基肉桂酸乙基己酯', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '（日用）香精', '硬脂酸', '羟乙基纤维素', '羟苯甲酯', '聚二甲基硅氧烷醇', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '黄原胶', '羟苯丙酯', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '姜根提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '烟酰胺', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', 'CI 77891']"
31,994949,6902088925111,SKIN CARE,VASELINE,VASELINE AHA SMT BODY LOTION 24X30ML,凡士林果酸柔滑身体乳 24X30ML,2021-04-29,"['水', '乳酸', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '氢氧化钾', '聚二甲基硅氧烷', '鲸蜡醇', '硬脂基聚二甲硅氧烷', '矿油', '硬脂醇聚醚-2', '硅酸铝镁', '生育酚乙酸酯', '泛醇', '苯氧乙醇', '红没药醇', '甲氧基肉桂酸乙基己酯', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '（日用）香精', '硬脂酸', '羟乙基纤维素', '羟苯甲酯', '聚二甲基硅氧烷醇', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '黄原胶', '羟苯丙酯', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '姜根提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '烟酰胺', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', 'CI 77891']"
32,913362,6902088925128,SKIN CARE,VASELINE,VASELINE VB BRT BODY LOTION 24X30ML,凡士林烟酰胺焕亮身体乳 24X30ML,2021-05-11,"['水', '甘油', '烟酰胺', '辛酸/癸酸甘油三酯', '聚二甲基硅氧烷', '乙二醇硬脂酸酯', 'PEG-100 硬脂酸酯', '硬脂酸', '棕榈酸', '环五聚二甲基硅氧烷', '矿脂', '甘油硬脂酸酯', '羟基硬脂酸', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '苯氧乙醇', '鲸蜡醇', '己基间苯二酚', '白藜芦醇', '三乙醇胺', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '羟苯甲酯', '（日用）香精', '卡波姆', '羟苯丙酯', '硬脂酰胺 AMP', 'EDTA 二钠', '花生酸', 'CI 77891']"
33,917446,6902088925135,SKIN CARE,VASELINE,VASELINE HA MOIT BODY LOTION 24X30ML,凡士林玻尿酸保湿身体乳 24X30ML,2021-05-10,"['水', '甘油', '聚二甲基硅氧烷', '环五聚二甲基硅氧烷', '辛酸/癸酸甘油三酯', '矿脂', '乙二醇硬脂酸酯', '棕榈酸', 'PEG-100 硬脂酸酯', '泛醇', '糖类同分异构体', '硬脂酸', '甘油硬脂酸酯', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '苯氧乙醇', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '积雪草花/叶/茎提取物', '甘氨酸', '丝氨酸', '谷氨酸', '天冬氨酸', '亮氨酸', '丙氨酸', '赖氨酸', '精氨酸', '酪氨酸', '苯丙氨酸', '缬氨酸', '苏氨酸', '脯氨酸', '异亮氨酸', '组氨酸', '鲸蜡醇', '羟苯甲酯', '聚二甲基硅氧烷醇', '氢氧化钠', '羟苯丙酯', '硬脂酰胺 AMP', '（日用）香精', 'EDTA 二钠', '卡波姆', '柠檬酸钠', '柠檬酸', '十三烷醇聚醚-9', 'PEG-40 氢化蓖麻油', '丁二醇', '乳酸', '1,2-戊二醇', '乙基己基甘油', 'CI 77891']"
34,255420,6902088925142,SKIN CARE,VASELINE,VASELINE PEP FRM BODY LOTION 24X30ML,凡士林六胜肽紧肤身体乳 24X30ML,2021-05-10,"['水', '甘油', '棕榈酸', '硬脂酸', '肉豆蔻酸异丙酯', '烟酰胺', '矿油', '甘油硬脂酸酯', '乙二醇硬脂酸酯', '聚二甲基硅氧烷', 'PEG-100 硬脂酸酯', '矿脂', '鲸蜡醇', '木薯淀粉', '视黄醇丙酸酯', '小果咖啡籽提取物', '硅酸铝镁', '羟苯甲酯', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '(日用)香精', '羟苯丙酯', '乙酰基六肽-8', '丁羟甲苯', 'EDTA 二钠', '黄原胶', '糖类同分异构体', '硬脂酰胺 AMP', '向日葵籽油', '苯氧乙醇', '透明质酸钠', '乙酰化透明质酸钠', '迷迭香叶提取物', '透明质酸钠交联聚合物', '辛甘醇', '氢氧化钠', '1,2-戊二醇', '柠檬酸', '柠檬酸钠', '乙基己基甘油', 'CI 19140']"
35,257306,6902088926637,SKIN CARE,VASELINE,VASELINE AHA SOT HAND CREAM 2X24X(18ML),凡士林果酸嫩滑护手霜 2X24X(18ML),2021-03-16,"['水', '丁二醇', '甘油', '鲸蜡醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '聚二甲基硅氧烷', '乳酸', '矿油', '硬脂基聚二甲硅氧烷', '硬脂醇聚醚-2', '硅酸铝镁', '泛醇', '矿脂', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '甲氧基肉桂酸乙基己酯', '红没药醇', '烟酰胺', '糖类同分异构体', '姜根提取物', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '棕榈酸', '异十六烷', '硬脂酸', '羟苯甲酯', '羟乙基纤维素', '聚二甲基硅氧烷醇', '黄原胶', '羟苯丙酯', '生育酚乙酸酯', '氢氧化钾', '苯氧乙醇', '聚山梨醇酯-60', 'EDTA 二钠', '山梨坦异硬脂酸酯', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '柠檬酸', '柠檬酸钠', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', '（日用）香精', 'CI 77891']"
36,384517,6902088926651,SKIN CARE,VASELINE,VASELINE HA MOIT HAND CREAM 2X24X(18ML),凡士林玻尿酸保湿护手霜 2X24X(18ML),2021-03-17,"['水', '甘油', '棕榈酸异丙酯', '乙二醇硬脂酸酯', '棕榈酸', 'PEG-100 硬脂酸酯', '硬脂酸', '聚二甲基硅氧烷', '矿油', '甘油硬脂酸酯', '矿脂', '鲸蜡醇', '泛醇', '糖类同分异构体', '积雪草花/叶/茎提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '甘氨酸', '丝氨酸', '谷氨酸', '天冬氨酸', '亮氨酸', '丙氨酸', '赖氨酸', '精氨酸', '酪氨酸', '苯丙氨酸', '脯氨酸', '苏氨酸', '缬氨酸', '异亮氨酸', '组氨酸', '乙基己基甘油', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '苯氧乙醇', '羟苯甲酯', '三乙醇胺', '(日用)香精', '羟苯丙酯', '硬脂酰胺 AMP', 'EDTA 二钠', '柠檬酸', '柠檬酸钠', 'PEG-40 氢化蓖麻油', '十三烷醇聚醚-9', '丁二醇', '乳酸', '1,2-戊二醇']"
37,890453,6902088926668,SKIN CARE,VASELINE,VASELINE PEP FRM HAND CREAM 2X24X(18ML),凡士林六胜肽紧肤护手霜 2X24X(18ML),2021-03-16,"['水', '甘油', '棕榈酸', '硬脂酸', '肉豆蔻酸异丙酯', '烟酰胺', '矿油', '甘油硬脂酸酯', '乙二醇硬脂酸酯', '聚二甲基硅氧烷', 'PEG-100 硬脂酸酯', '矿脂', '糖类同分异构体', '小果咖啡籽提取物', '乙酰基六肽-8', '鲸蜡醇', '木薯淀粉', '硅酸铝镁', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '苯氧乙醇', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '视黄醇丙酸酯', '向日葵籽油', '迷迭香叶提取物', '羟苯甲酯', '(日用)香精', '氢氧化钠', '羟苯丙酯', '丁羟甲苯', 'EDTA 二钠', '黄原胶', '硬脂酰胺 AMP', '辛甘醇', '1,2-戊二醇', '柠檬酸', '柠檬酸钠', '乙基己基甘油']"
38,888785,6902088926644,SKIN CARE,VASELINE,VASELINE VB BRT HAND CREAM 2X24X(18ML),凡士林烟酰胺焕亮护手霜 2X24X(18ML),2021-03-16,"['水', '肉豆蔻酸异丙酯', '甘油硬脂酸酯', '矿油', '棕榈酸', '硬脂酸', '烟酰胺', '甘油', '白藜芦醇', '己基间苯二酚', '生育酚乙酸酯', '糖类同分异构体', '羟基硬脂酸', '聚二甲基硅氧烷', '鲸蜡醇', '卡波姆', 'EDTA 二钠', '水合硅石', '氢氧化铝', '矿脂', '藻酸', '柠檬酸', '柠檬酸钠', '羟苯甲酯', '羟苯丙酯', '三乙醇胺', '苯氧乙醇', '花生酸', '（日用）香精', 'CI 77891']"
39,455262,6902088923988,SKIN CARE,VASELINE,VASELINE HWUV LIGHTENING LOTION 12X320ML,凡士林维他亮肤亮采修护润肤露12X320ML,2020-08-19,"['水', '肉豆蔻酸异丙酯', '矿油', '甘油硬脂酸酯', '棕榈酸', '甲氧基肉桂酸乙基己酯', '硬脂酸', '烟酰胺', '甘油', '丁基甲氧基二苯甲酰基甲烷', '三乙醇胺', '生育酚乙酸酯', '抗坏血酸磷酸酯钠', '矿脂', '苯氧乙醇', '聚二甲基硅氧烷', '卡波姆', '（日用）香精', '羟苯甲酯', '鲸蜡醇', '二氧化钛', '羟苯丙酯', 'EDTA 二钠', '水合硅石', '氢氧化铝', '藻酸']"
40,455262,6902088923988,SKIN CARE,VASELINE,VASELINE HB NIA B LOTION 12X320ML,凡士林维他亮肤烟酰胺焕亮修护润肤乳 12X320ML,2020-08-19,"['水', '肉豆蔻酸异丙酯', '矿油', '甘油硬脂酸酯', '棕榈酸', '甲氧基肉桂酸乙基己酯', '硬脂酸', '烟酰胺', '甘油', '丁基甲氧基二苯甲酰基甲烷', '三乙醇胺', '生育酚乙酸酯', '抗坏血酸磷酸酯钠', '矿脂', '苯氧乙醇', '聚二甲基硅氧烷', '卡波姆', '（日用）香精', '羟苯甲酯', '鲸蜡醇', '二氧化钛', '羟苯丙酯', 'EDTA 二钠', '水合硅石', '氢氧化铝', '藻酸']"
41,889055,6902088423228,SKIN CARE,POND'S,PONDS HA MASK BOM 24X(4X24ML),旁氏水光盈润玻尿酸面膜24X(4X24ML),2020-10-28,"['水', '甘油聚醚-26', '丁二醇', '烟酰胺', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '苯氧乙醇', '甘油', 'PEG-40氢化蓖麻油', '十三烷醇聚醚-9', '海藻糖', '尿囊素', '羟苯甲酯', '泛醇', '氢氧化钠', '二苯酮-4', 'EDTA 二钠', '（日用）香精', '积雪草花/叶/茎提取物', '乳酸', '1,2-己二醇', 'β-葡聚糖', '辛甘醇', '甘草酸二钾', '薄荷醇', '矿脂', '红没药醇', '姜根提取物']"
42,848027,6902088918434,SKIN CARE,POND'S,PONDS BB PINKISH FACIAL FOAM Y21 24X30G,旁氏焕采净澈系列粉润莹泽洁面乳 Y21 24X30G,2020-07-17,"['肉豆蔻酸', '甘油', '水', '丙二醇', '氢氧化钾', '棕榈酸', '月桂酸', '乙二醇二硬脂酸酯', '硬脂酸', '辛基葡糖苷', '甘油硬脂酸酯', '月桂基葡糖苷', '癸基葡糖苷', '烟酰胺', '香精', '肉豆蔻基葡糖苷', '苯氧乙醇', '聚季铵盐-7', 'EDTA 二钠', 'PEG-4 二月桂酸酯', 'PEG-4 月桂酸酯', '碘丙炔醇丁基氨甲酸酯', '聚乙二醇-4']"
43,848027,6902088918434,SKIN CARE,POND'S,PONDS BB PINKISH FACIAL FOAM Y21 24X30G,旁氏焕采净澈系列粉润莹泽洁面乳 Y21 24X30G,2020-07-17,"['肉豆蔻酸', '甘油', '水', '丙二醇', '氢氧化钾', '棕榈酸', '月桂酸', '乙二醇二硬脂酸酯', '硬脂酸', '辛基葡糖苷', '甘油硬脂酸酯', '月桂基葡糖苷', '癸基葡糖苷', '烟酰胺', '香精', '肉豆蔻基葡糖苷', '苯氧乙醇', '聚季铵盐-7', 'EDTA 二钠', 'PEG-4 二月桂酸酯', 'PEG-4 月桂酸酯', '碘丙炔醇丁基氨甲酸酯', '聚乙二醇-4']"
44,848027,6902088918434,SKIN CARE,POND'S,PONDS BB PINKISH Y20 24X30G,旁氏焕采净澈系列粉润莹泽洁面乳Y20 24X30G,2020-07-17,"['肉豆蔻酸', '甘油', '水', '丙二醇', '氢氧化钾', '棕榈酸', '月桂酸', '乙二醇二硬脂酸酯', '硬脂酸', '辛基葡糖苷', '甘油硬脂酸酯', '月桂基葡糖苷', '癸基葡糖苷', '烟酰胺', '香精', '肉豆蔻基葡糖苷', '苯氧乙醇', '聚季铵盐-7', 'EDTA 二钠', 'PEG-4 二月桂酸酯', 'PEG-4 月桂酸酯', '碘丙炔醇丁基氨甲酸酯', '聚乙二醇-4']"
45,848027,6902088918434,SKIN CARE,POND'S,PONDS BB PINKISH Y20 24X30G,旁氏焕采净澈系列粉润莹泽洁面乳Y20 24X30G,2020-07-17,"['肉豆蔻酸', '甘油', '水', '丙二醇', '氢氧化钾', '棕榈酸', '月桂酸', '乙二醇二硬脂酸酯', '硬脂酸', '辛基葡糖苷', '甘油硬脂酸酯', '月桂基葡糖苷', '癸基葡糖苷', '烟酰胺', '香精', '肉豆蔻基葡糖苷', '苯氧乙醇', '聚季铵盐-7', 'EDTA 二钠', 'PEG-4 二月桂酸酯', 'PEG-4 月桂酸酯', '碘丙炔醇丁基氨甲酸酯', '聚乙二醇-4']"
46,848027,6902088918434,SKIN CARE,POND'S,PONDS BB PINKISH FACIAL FOAM Y21 24X30G,旁氏焕采净澈系列粉润莹泽洁面乳 Y21 24X30G,2020-07-17,"['水', '乳酸', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '氢氧化钾', '聚二甲基硅氧烷', '鲸蜡醇', '硬脂基聚二甲硅氧烷', '矿油', '硬脂醇聚醚-2', '硅酸铝镁', '生育酚乙酸酯', '泛醇', '苯氧乙醇', '红没药醇', '甲氧基肉桂酸乙基己酯', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '（日用）香精', '硬脂酸', '羟乙基纤维素', '羟苯甲酯', '聚二甲基硅氧烷醇', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '黄原胶', '羟苯丙酯', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '姜根提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '烟酰胺', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', 'CI 77891']"
47,848027,6902088918434,SKIN CARE,POND'S,PONDS BB PINKISH FACIAL FOAM Y21 24X30G,旁氏焕采净澈系列粉润莹泽洁面乳 Y21 24X30G,2020-07-17,"['水', '乳酸', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '氢氧化钾', '聚二甲基硅氧烷', '鲸蜡醇', '硬脂基聚二甲硅氧烷', '矿油', '硬脂醇聚醚-2', '硅酸铝镁', '生育酚乙酸酯', '泛醇', '苯氧乙醇', '红没药醇', '甲氧基肉桂酸乙基己酯', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '（日用）香精', '硬脂酸', '羟乙基纤维素', '羟苯甲酯', '聚二甲基硅氧烷醇', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '黄原胶', '羟苯丙酯', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '姜根提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '烟酰胺', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', 'CI 77891']"
48,848027,6902088918434,SKIN CARE,POND'S,PONDS BB PINKISH Y20 24X30G,旁氏焕采净澈系列粉润莹泽洁面乳Y20 24X30G,2020-07-17,"['水', '乳酸', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '氢氧化钾', '聚二甲基硅氧烷', '鲸蜡醇', '硬脂基聚二甲硅氧烷', '矿油', '硬脂醇聚醚-2', '硅酸铝镁', '生育酚乙酸酯', '泛醇', '苯氧乙醇', '红没药醇', '甲氧基肉桂酸乙基己酯', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '（日用）香精', '硬脂酸', '羟乙基纤维素', '羟苯甲酯', '聚二甲基硅氧烷醇', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '黄原胶', '羟苯丙酯', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '姜根提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '烟酰胺', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', 'CI 77891']"
49,848027,6902088918434,SKIN CARE,POND'S,PONDS BB PINKISH Y20 24X30G,旁氏焕采净澈系列粉润莹泽洁面乳Y20 24X30G,2020-07-17,"['水', '乳酸', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '氢氧化钾', '聚二甲基硅氧烷', '鲸蜡醇', '硬脂基聚二甲硅氧烷', '矿油', '硬脂醇聚醚-2', '硅酸铝镁', '生育酚乙酸酯', '泛醇', '苯氧乙醇', '红没药醇', '甲氧基肉桂酸乙基己酯', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '（日用）香精', '硬脂酸', '羟乙基纤维素', '羟苯甲酯', '聚二甲基硅氧烷醇', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '黄原胶', '羟苯丙酯', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '姜根提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '烟酰胺', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', 'CI 77891']"
50,480662,6902088930047,SKIN CARE,VASELINE,VASELINE PRO DERMA GEL 12X100ML,凡士林精华修护啫喱12X100ML,2021-03-10,"['水', '甘油聚醚-26', '丁二醇', '烟酰胺', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '苯氧乙醇', '甘油', 'PEG-40氢化蓖麻油', '十三烷醇聚醚-9', '海藻糖', '尿囊素', '羟苯甲酯', '泛醇', '氢氧化钠', '二苯酮-4', 'EDTA 二钠', '（日用）香精', '积雪草花/叶/茎提取物', '乳酸', '1,2-己二醇', 'β-葡聚糖', '辛甘醇', '甘草酸二钾', '薄荷醇', '矿脂', '红没药醇', '姜根提取物']"
51,251884,6902088930061,SKIN CARE,VASELINE,VASELINE PRO DERMA GEL 24X30ML,凡士林精华修护啫喱24X30ML,2021-05-16,"['水', '甘油聚醚-26', '丁二醇', '烟酰胺', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '苯氧乙醇', '甘油', 'PEG-40氢化蓖麻油', '十三烷醇聚醚-9', '海藻糖', '尿囊素', '羟苯甲酯', '泛醇', '氢氧化钠', '二苯酮-4', 'EDTA 二钠', '（日用）香精', '积雪草花/叶/茎提取物', '乳酸', '1,2-己二醇', 'β-葡聚糖', '辛甘醇', '甘草酸二钾', '薄荷醇', '矿脂', '红没药醇', '姜根提取物']"
52,786336,6902088930436,SKIN CARE,POND'S,PONDS BB RICE FAIR FF Y21 V2 240X15G,旁氏焕采净澈系列米粹润泽洁面乳 Y21 V2 240X15G,2021-04-29,"['甘油', '水', '椰油酰甘氨酸钠', '乙二醇二硬脂酸酯', '月桂酰胺丙基甜菜碱', '硬脂酸', '甲基椰油酰基牛磺酸钠', '月桂亚氨基二乙酸二钠', '稻糠提取物', '稻胚芽油', '鲸蜡醇聚醚-20', '氯化钠', '柠檬酸', '聚季铵盐-39', '香精', '苯氧乙醇', '卡波姆', 'PEG-4 二月桂酸酯', 'PEG-4 月桂酸酯', '烟酰胺', 'PEG-40 氢化蓖麻油', '碘丙炔醇丁基氨甲酸酯', '聚乙二醇-4', '乳酸', 'CI 77891']"
53,648823,6902088931082,SKIN CARE,VASELINE,VASELINE HONEY NECK SERUM MASK 24X5X27G,凡士林至臻花蜜精华颈膜 24X5X27G,2021-04-27,"['水', '双丙甘醇', '烟酰胺', '水解胶原', '霍霍巴籽油', '蜂蜜提取物', '蜂王浆提取物', '白睡莲花提取物', '苦橙花提取物', '辛酸/癸酸甘油三酯', '琥珀酸二乙氧基乙酯', '甘油', '透明质酸钠', '丁二醇', '丙二醇', '聚甘油-10 月桂酸酯', '视黄醇棕榈酸酯', '棕榈酰脯氨酸钠', '乙基己基甘油', '亚丁香基丙二酸二乙基己酯', '棕榈酸', '胶黄芪胶', '辛甘醇', '生育酚（维生素E）', '对羟基苯乙酮', '四羟丙基乙二胺', '双-PEG-18 甲基醚二甲基硅烷', '苯氧乙醇', '卡波姆', '1,2-己二醇', '黄原胶', 'EDTA 二钠', '羟乙基纤维素', '香精']"
54,648178,6902088932416,SKIN CARE,DOVE,DOVE BOTANICAL SMOOTH LOTION 12X250ML,多芬植萃发酵甄选柔滑身体乳清甜石榴香 12X250ML,2021-03-10,"['水', '甘油', '葡糖酸内酯', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '聚二甲基硅氧烷', '鲸蜡醇', '乳酸', '氢氧化钾', '矿油', '硬脂基聚二甲硅氧烷', '乳酸杆菌/石榴果发酵产物提取物', '乳酸菌发酵溶胞产物', '乳酸杆菌/针叶樱桃发酵产物', '烟酰胺', '糖类同分异构体', '生育酚乙酸酯', '羟基硬脂酸', '石榴果汁', '泛醇', '硬脂醇聚醚-2', '硅酸铝镁', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '苯甲酸钠', '（日用）香精', '甲氧基肉桂酸乙基己酯', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '硬脂酸', '羟乙基纤维素', '聚二甲基硅氧烷醇', '黄原胶', 'PEG-40 氢化蓖麻油', '十三烷醇聚醚-9', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '明串球菌/萝卜根发酵产物滤液']"
55,914920,6902088932430,SKIN CARE,DOVE,DOVE BOTANICAL GLOW LOTION 12X250ML,多芬植萃发酵甄选焕亮身体乳淡雅玫瑰香 12X250ML,2021-05-19,"['水', '甘油', '聚二甲基硅氧烷', '辛酸/癸酸甘油三酯', '棕榈酸', '乙二醇硬脂酸酯', 'PEG-100 硬脂酸酯', '烟酰胺', '乳酸杆菌/石榴果发酵产物提取物', '乳酸菌发酵溶胞产物', '乳酸杆菌/针叶樱桃发酵产物', '糖类同分异构体', '白藜芦醇', '突厥蔷薇花提取物', '红没药醇', '羟基硬脂酸', '矿脂', '硬脂酸', '甘油硬脂酸酯', '辛甘醇', '（日用）香精', '苯氧乙醇', '鲸蜡醇', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '三乙醇胺', '卡波姆', '硬脂酰胺 AMP', 'EDTA 二钠', '十三烷醇聚醚-9', 'PEG-40 氢化蓖麻油', '1,2-戊二醇', '明串球菌/萝卜根发酵产物滤液', '乳酸']"
56,738511,6902088932447,SKIN CARE,DOVE,DOVE BOTANICAL NOURISH LOTION 12X250ML,多芬植萃发酵甄选滋养身体乳恬静茉莉香 12X250ML,2021-05-19,"['水', '甘油', '聚二甲基硅氧烷', '辛酸/癸酸甘油三酯', '棕榈酸', '乙二醇硬脂酸酯', 'PEG-100 硬脂酸酯', '烟酰胺', '乳酸杆菌/石榴果发酵产物提取物', '乳酸菌发酵溶胞产物', '乳酸杆菌/针叶樱桃发酵产物', '糖类同分异构体', '素方花花提取物', '刺阿干树仁油', '霍霍巴籽油', '鳄梨油', '杏仁油', '葡萄籽油', '红没药醇', '羟基硬脂酸', '矿脂', '硬脂酸', '卡波姆', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '三乙醇胺', '甘油硬脂酸酯', '硬脂酰胺 AMP', '鲸蜡醇', '辛甘醇', '苯氧乙醇', 'EDTA 二钠', '（日用）香精', '1,2-戊二醇', '十三烷醇聚醚-9', '丙二醇', 'PEG-40 氢化蓖麻油', '明串球菌/萝卜根发酵产物滤液', '乳酸']"
57,502168,6902088932454,SKIN CARE,DOVE,DOVE BOTANICAL SMOOTH HAND SERUM 24X30ML,多芬植萃发酵甄选柔滑护手精华露清甜石榴香 24X30ML,2021-03-13,"['水', '甘油', '1,2-戊二醇', '丁二醇', '聚二甲基硅氧烷', '聚乙二醇-8', '乳酸杆菌/石榴果发酵产物提取物', '乳酸菌发酵溶胞产物', '乳酸杆菌/针叶樱桃发酵产物', '石榴果汁', '烟酰胺', '糖类同分异构体', '生育酚（维生素E）', '羟基硬脂酸', '硬脂酸', '葡糖酸内酯', '乳酸', '泛醇', '向日葵籽油', '棕榈酸', '丙烯酰二甲基牛磺酸铵/山嵛醇聚醚-25 甲基丙烯酸酯交联聚合物', '甘油丙烯酸酯/丙烯酸共聚物', '聚乙烯醇', '二苯酮-4', '辛甘醇', '苯氧乙醇', '丁羟甲苯', '氢氧化钾', '卡波姆', '（日用）香精', 'PEG-40 氢化蓖麻油', '十三烷醇聚醚-9', '明串球菌/萝卜根发酵产物滤液']"
